objid,u,g,r,i,z,ra,dec
1237656495116059060,25.847469,20.468277,18.694891,18.023405,17.674427,5.64388117,14.78085252
1237657191444578440,19.99988,18.325344,17.444313,16.901043,16.569658,5.64867215,0.23541723
1237663783126106319,20.339125,18.471189,17.417805,16.932949,16.586792,5.65135279,-0.77422769
1237657189833965740,21.81181,19.254496,17.977907,17.484221,17.163076,5.66779861,-0.88649871
1237652946380587471,26.561304,20.057951,18.304264,17.655212,17.310823,5.67026281,-10.9192178
1237653651300483269,22.193283,20.09289,18.45739,17.759523,17.298349,5.67049434,14.5195616
1237657191981449457,22.877018,19.741945,18.044844,17.414133,16.97809,5.68680445,0.6952166
1237663716016848976,19.846771,18.784422,18.427998,18.156591,18.073183,5.69435602,0.42500499
1237656495116058765,18.726799,17.574768,17.176641,16.884214,16.757156,5.70813871,14.74083247
1237657191981449370,18.317219,16.394348,15.483716,15.038103,14.705152,5.70842517,0.77103567
1237657191981449394,19.835835,17.912237,17.026438,16.596521,16.316545,5.71906365,0.7633804
1237678617420365966,17.525356,16.307711,15.711451,15.327378,15.117916,5.72155216,1.26570849
1237663783126171773,19.563292,18.83457,18.481777,18.266918,18.170729,5.73165296,-0.68540313
1237653651837354182,20.150019,19.58058,18.862898,18.443262,18.200626,5.73526737,14.84809588
1237678617420365977,20.086348,17.926203,16.731701,16.261566,15.891943,5.73694072,1.26546743
1237657191444578357,22.397499,20.165066,18.310282,17.634119,17.22191,5.74114995,0.32494494
1237653652374290657,21.547546,20.34753,18.664129,17.959246,17.517916,5.74467186,15.28465904
1237657190907707610,20.547417,18.772242,17.586306,17.103437,16.766754,5.745231,-0.16551094
1237652946917523880,25.230171,21.112394,19.254177,18.430481,17.876757,5.74718722,-10.49273185
1237656495116124359,25.229279,20.241825,18.250168,17.530405,17.210787,5.75279585,14.78239604
1237657192518320259,18.063309,17.555376,17.550934,17.529562,17.66077,5.75748057,1.18474258
1237663716016849197,22.58646,19.578531,17.9667,17.363081,17.023741,5.75891375,0.41949295
1237656495116124529,23.914156,21.548201,19.729622,18.843397,18.393797,5.76171442,14.69043249
1237653651837419774,24.209322,20.707113,18.951721,18.263311,17.859531,5.76511246,14.895676
1237657190907707493,20.458311,18.235554,16.992956,16.471128,16.083946,5.78011198,-0.0635051
1237652948528136411,23.632072,20.475603,18.69677,18.078352,17.756195,5.78086381,-9.29137632
1237663782589300867,19.473787,18.292896,17.755447,17.347414,17.181753,5.78595719,-1.25531349
1237653650763678126,26.962936,20.817417,18.986319,18.196394,17.729519,5.78720304,14.10308831
1237663782589300872,19.573267,18.528603,18.080624,17.803356,17.612955,5.79424529,-1.07598528
1237657189834031189,19.16523,17.27953,16.385988,15.963608,15.659497,5.80282281,-0.98677563
1237663783126171904,22.187456,20.439287,18.682299,18.093296,17.745783,5.80305721,-0.65689841
1237663783126171832,20.107605,18.267134,17.312243,16.890648,16.549278,5.80671256,-0.65231021
1237663784199913815,19.982975,19.043625,18.450766,18.079794,17.918995,5.80853762,0.1487041
1237663782589300974,24.773218,20.8342,19.152998,18.442202,18.061153,5.81267463,-1.22270462
1237656495652995380,25.561668,20.539721,18.836378,18.167854,17.737284,5.82809993,15.09271084
1237657191444644171,25.808182,21.027704,19.081165,18.399656,18.075424,5.82925728,0.35611723
1237663784199913894,22.389664,20.720335,19.265074,18.928423,18.641989,5.83241531,0.17901441
1237652946380652691,20.285906,18.67074,17.688978,17.249599,16.953226,5.83255363,-11.01858919
1237663783126171851,19.109262,18.049461,17.571449,17.309971,17.170937,5.83565992,-0.70738099
1237653652911161499,21.822371,18.902946,17.499374,16.204504,15.493464,5.84300174,15.82341071
1237657192518385722,20.802393,18.845051,17.649858,17.157173,16.800785,5.85521141,1.22570598
1237657189834031236,22.641253,20.077444,18.682091,18.074659,17.682953,5.85741001,-0.98324373
1237657189834031235,19.30257,17.709862,17.000523,16.638931,16.401146,5.85870388,-0.9837414
1237652629637955755,21.94042,19.355829,17.810841,17.192848,16.81604,5.85950224,-10.25425162
1237663278467186925,20.637049,19.569221,18.824398,18.435043,18.247505,5.86701729,0.87840796
1237652630711697874,24.888161,20.888964,19.206142,18.452318,17.979742,5.87079361,-9.48777968
1237652629101085281,24.370302,21.222975,19.617998,18.996506,18.599009,5.87125944,-10.73763705
1237652629101084918,23.321537,19.704269,18.162281,17.575493,17.223738,5.87397647,-10.83631971
1237652628564213939,22.173063,20.670069,18.874689,17.925859,17.466734,5.87727786,-11.13173039
1237657192518385857,19.695839,18.256197,17.658253,17.322462,17.053387,5.88529288,1.23374046
1237663783126237344,19.520689,17.415564,16.429501,15.92274,15.560486,5.91365495,-0.79242174
1237652900750688317,18.427492,17.479734,17.899551,17.528763,17.649035,5.91504135,-9.81353322
1237663784199979790,21.952833,20.963907,19.144365,18.40337,17.866705,5.91924012,0.02496734
1237663278467252303,19.918364,18.963957,18.24938,17.846828,17.621809,5.92786811,0.98945497
1237663716016914660,19.899864,18.960602,18.287546,17.948429,17.756016,5.95428734,0.60498288
1237656496726802864,24.446514,21.732302,19.777599,18.992373,18.545059,5.97152161,15.90710836
1237652628564279427,21.989016,19.427963,17.838114,17.272444,16.909187,5.97479129,-11.21002844
1237663204916789321,19.788591,19.002714,18.522026,18.258606,18.134962,5.97574046,0.754292
1237663716016980110,22.480066,20.360594,18.682634,18.099987,17.744352,5.97857805,0.57610997
1237663783126237442,19.872639,18.396383,17.454084,16.979134,16.620579,5.98198875,-0.74657537
1237653650763743504,22.006176,19.802725,18.27676,17.613136,17.252398,5.98356457,14.02688775
1237657189834096745,19.241982,18.288898,17.551327,17.143097,16.907251,5.98788387,-0.8839184
1237657189834096825,19.283796,17.973459,17.135323,16.708138,16.410982,5.99039359,-0.84269087
1237663784200044970,24.948402,21.012316,19.241808,18.596313,18.196537,5.992014,0.11516047
1237663278467252341,25.032616,20.401735,18.679831,18.084496,17.722221,5.99477539,0.92862565
1237653652374356232,22.561798,20.747147,18.889353,18.207945,17.885504,6.00695172,15.24989347
1237663716016980128,21.976765,19.932648,18.381529,17.813036,17.512691,6.00853995,0.50173734
1237657190370967801,22.470926,20.658859,18.860386,18.194834,17.720715,6.01206714,-0.55526258
1237652900750688368,19.523226,17.457964,16.366819,15.911274,15.538898,6.01907206,-9.80890527
1237657189834096831,19.272644,17.711626,17.046455,16.648857,16.524769,6.0282381,-1.01075057
1237656495116189891,19.352434,18.041191,17.603287,17.34202,17.282148,6.03463232,14.73195795
1237657189834096775,20.017038,18.812672,18.328751,17.996803,17.898254,6.03950819,-1.00895452
1237657191444709646,22.673416,20.007147,18.270491,17.663898,17.35004,6.04019467,0.2812987
1237652947454525739,24.491758,20.927349,19.067291,18.421402,17.910774,6.04251545,-10.11323089
1237657189834096782,17.700342,15.767267,14.864908,14.437046,14.134946,6.0452403,-1.02031666
1237657189834096783,19.655466,17.926168,17.139887,16.762506,16.527868,6.04953496,-1.01501271
1237663716016980650,22.338223,20.43009,18.627466,17.962307,17.563528,6.05672371,0.56754402
1237663784200044662,19.542805,18.478399,18.043163,17.700806,17.558464,6.06272731,0.20407888
1237652949065138297,26.354706,20.513075,18.701212,18.100403,17.702166,6.06473835,-8.87905752
1237652946917654588,22.971237,21.021126,19.286818,18.625492,18.167757,6.07945959,-10.46151534
1237653651837550733,20.324081,18.665268,17.538071,16.97048,16.59586,6.09556955,14.92795032
1237663278467317836,20.561075,19.563047,19.027491,18.640594,18.553215,6.09755481,0.9662547
1237663278467317979,21.747204,20.771572,18.930254,18.205303,17.749008,6.1021561,0.94407436
1237653653448163613,20.24065,18.536098,17.593483,17.056301,16.66198,6.10625229,16.15125138
1237653653448163553,19.301552,18.080114,17.46513,17.041145,16.798355,6.10735996,16.14196612
1237657191444774922,22.953022,20.764545,19.008327,18.323025,17.93362,6.10778147,0.21316635
1237656495653126335,20.757315,18.46954,17.168884,16.637941,16.247814,6.12281845,15.01561825
1237652901824495939,23.274967,20.997995,19.252075,18.504341,18.067205,6.12501559,-9.12860178
1237663716017045765,22.045685,20.184759,18.514374,17.841623,17.466043,6.13321252,0.52311391
1237663783663173853,22.997559,20.31035,18.672867,18.073275,17.732126,6.13337245,-0.3134706
1237663204916855231,21.37154,20.648277,18.836845,18.039654,17.610004,6.13359077,0.66993396
1237652629101215892,18.412216,17.057234,16.417253,16.031933,15.760829,6.13370226,-10.69952166
1237678434864857184,20.495255,19.744673,19.083214,18.642729,18.514582,6.13392116,1.1463441
1237663784200110338,22.476776,19.912588,18.070803,17.421825,17.075762,6.16144596,0.03023864
1237663784200110337,25.339489,20.477795,18.578781,17.930227,17.484299,6.16263654,0.02899466
1237663278467317915,19.484291,18.262695,17.381903,16.950859,16.671015,6.18880561,0.98406289
1237663278467317960,21.287977,19.672525,18.867184,18.479046,18.240717,6.19610493,0.99032113
1237678434864857236,20.773302,18.266258,16.758898,15.60818,15.00187,6.19668085,1.21769922
1237653651837550885,22.418558,20.788454,19.000093,18.321775,17.925938,6.20197192,14.88406946
1237657191444775181,20.038574,19.308626,18.864149,18.528997,18.423052,6.20783253,0.38011839
1237652949065203999,24.482981,20.701912,18.967453,18.285509,17.837662,6.2086479,-8.92648038
1237652629101281285,22.461367,20.383141,19.448586,19.023859,18.614634,6.21198432,-10.72368179
1237652629101281284,20.672049,18.471317,17.254972,16.771027,16.417278,6.21286159,-10.72122252
1237657191444775896,23.435148,21.086639,19.284981,18.430758,17.986752,6.22885148,0.30977936
1237653652911358154,19.764174,18.637585,17.905214,17.467699,17.19487,6.22948214,15.69192956
1237663783663239269,19.905708,18.343678,17.391426,16.958731,16.611126,6.2305366,-0.29768354
1237657191444775908,21.652378,20.889997,19.094519,18.299101,17.773272,6.23069075,0.31762639
1237652628564410438,18.856613,17.736826,17.282907,16.937536,16.803297,6.24980325,-11.18254001
1237657189834227782,19.63229,18.688686,18.384136,18.172487,18.098669,6.25527927,-0.89370595
1237652946917720178,17.515013,16.210358,15.61846,15.252545,15.021463,6.25901015,-10.43846766
1237652628564410559,20.064878,18.959639,18.350645,17.992321,17.786161,6.26326562,-11.15277605
1237656496726933606,18.4389,16.703247,15.810943,15.357059,15.025517,6.26400195,15.90617069
1237652628564410510,20.530731,18.419365,17.536568,17.101974,16.836779,6.26609266,-11.14274331
1237678617420562618,19.454256,17.683504,16.80661,16.405312,16.099394,6.27171528,1.26592887
1237663783126368620,21.892982,20.72397,20.031803,19.700369,19.289024,6.27283287,-0.75949452
1237663278467383529,20.143538,19.127235,18.339716,17.929253,17.694752,6.27385654,0.95527711
1237656496190063068,25.285198,21.036251,19.091051,18.158966,17.595785,6.283526,15.47939739
1237657191444840595,22.014812,19.442108,17.855738,17.270699,16.877932,6.28653837,0.36046417
1237652948528398607,24.220367,21.119171,19.245543,18.626621,18.16287,6.30140204,-9.22461563
1237656496726933702,21.810085,20.788816,18.930536,18.283472,17.890053,6.30508904,15.85138992
1237653652911358110,21.553547,18.622663,17.098093,16.052298,15.453121,6.3061105,15.629869
1237663784200175860,22.085672,20.26063,18.40502,17.767302,17.376465,6.31140239,0.01371527
1237652947991527477,18.950464,17.023708,16.013712,15.52886,15.160503,6.32635399,-9.62633856
1237652629101281485,22.345055,20.418257,18.693218,18.067087,17.686493,6.32842932,-10.76802726
1237657190371098767,19.366564,18.31109,17.743454,17.357679,17.174267,6.32907377,-0.61323196
1237652629101281489,24.349051,20.112444,18.355104,17.709558,17.270432,6.34826479,-10.74681648
1237678434327920720,20.475134,19.515242,18.836254,18.426394,18.213957,6.34847774,0.72979666
1237657190371098782,19.620972,18.342674,17.454523,16.987131,16.68778,6.35237852,-0.54418457
1237657191444841182,22.216032,20.823179,19.034691,18.37509,17.92771,6.36110225,0.35421388
1237652630711959645,22.987915,21.34057,21.111916,22.168503,21.285509,6.36244177,-9.57146146
1237656495116386546,21.247711,19.665283,17.931606,17.286667,16.915731,6.36390837,14.62990949
1237656495653257507,21.717451,19.928909,18.257038,17.60667,17.290394,6.36937691,15.11477228
1237652629101346910,19.45915,18.92499,18.310307,18.174112,17.672686,6.38107427,-10.67284664
1237652901824626968,22.08177,21.075399,19.211681,18.486511,17.885239,6.38367514,-9.04913922
1237656494042644722,19.216713,17.861166,17.067415,16.633823,16.351715,6.38543625,13.90829788
1237657190908035223,20.8447,18.872992,17.7045,17.230942,16.897278,6.39114016,-0.12107679
1237653652374552783,22.928673,20.055004,18.279112,17.615723,17.214008,6.39373266,15.26749469
1237657190371164268,19.798389,18.802227,18.151535,17.765156,17.573372,6.3984444,-0.51218901
1237663784200175677,24.726585,22.247408,21.055216,20.228174,20.09045,6.39886341,0.08662586
1237652949065269398,21.203674,19.750679,18.042768,17.431036,17.030834,6.42981587,-8.80741355
1237663716017176874,23.027613,20.281471,18.54516,17.907967,17.473547,6.43801974,0.53897702
1237652629101347031,23.663548,20.150627,18.45336,17.806334,17.318792,6.44834328,-10.74430286
1237663716017176917,22.356106,20.478966,18.724533,18.021706,17.551014,6.45249256,0.50466175
1237657192518647970,22.790091,20.393585,18.719393,18.123362,17.819901,6.45282102,1.12495391
1237663716017176769,19.726925,18.370747,17.624699,17.226671,16.946058,6.46051619,0.4998547
1237656495653257521,26.381426,20.661947,18.867619,18.197113,17.773014,6.46668212,15.02607944
1237657189834293385,21.613033,19.013803,17.667175,16.972931,16.542009,6.46867507,-0.86570553
1237652947454722219,20.004232,18.482033,17.657673,17.232845,16.96327,6.47276179,-10.05131511
1237678434327986291,19.893694,19.031626,18.147902,17.72891,17.347561,6.47937512,0.82322317
1237656494579516074,26.247545,21.239912,19.510473,18.697437,18.251331,6.48549386,14.25351143
1237663784200241325,20.855186,19.542452,18.876038,18.428926,18.180622,6.48623535,0.07882261
1237653652911423593,18.358307,16.991966,16.368357,16.018908,15.736816,6.48650813,15.63123821
1237657190371164323,19.354523,18.419275,18.129148,17.850145,17.803761,6.49057048,-0.515673
1237663784200241329,23.004829,20.183903,18.431885,17.824923,17.540054,6.49081189,0.12619273
1237663782589628611,19.816345,18.720694,18.106989,17.728773,17.625572,6.50000686,-1.11866294
1237657190371164330,18.645414,17.957932,17.763458,17.425159,17.516922,6.50295729,-0.54044764
1237657189834293396,19.736311,18.520422,17.969643,17.62303,17.397339,6.50771027,-0.99611314
1237663783126499499,18.169102,16.970884,16.362738,16.007273,15.744005,6.50810208,-0.82814095
1237652949065335125,21.224945,19.94636,18.217642,17.590441,17.220333,6.51853299,-8.93019731
1237663783663370433,19.999222,18.66139,17.942417,17.555836,17.386581,6.52811779,-0.22231555
1237667171855237319,19.468353,18.231283,17.744514,17.43454,17.22117,6.52992751,-0.62758808
1237656496190194135,24.398909,21.030159,19.168715,18.453001,18.078415,6.53733912,15.6182484
1237653651300876710,25.090492,21.811981,19.908667,19.139587,18.800425,6.55011355,14.42093266
1237652947991593113,18.889727,17.347307,16.539223,16.139692,15.787651,6.55266269,-9.69029025
1237657190371229827,19.68115,18.627224,18.05654,17.698709,17.573454,6.55893391,-0.51862576
1237657189834358853,18.945433,17.168497,16.305681,15.862803,15.582818,6.55962321,-0.93230171
1237678434327986396,22.711702,20.725769,18.951563,18.304308,17.879356,6.56276451,0.8387165
1237678433253916862,22.749117,20.912409,19.139006,18.531727,18.055811,6.56533904,-0.19892941
1237663783126499546,19.967495,18.500553,17.754429,17.369181,17.07543,6.57750266,-0.66301202
1237678434327986433,22.117344,20.848585,19.201187,18.384699,18.020657,6.58498377,0.80741688
1237652949065400425,22.517023,20.157465,18.481148,17.869169,17.576546,6.61391937,-8.91976719
1237652630712025258,25.12887,19.505032,17.779562,17.144341,16.770473,6.61445323,-9.43389977
1237663784200306911,20.293579,19.40696,18.568333,18.074612,17.821241,6.62135905,0.08600259
1237656494042710106,23.324526,21.260788,18.99419,18.04393,17.678663,6.62246817,13.92254774
1237657192518713539,19.736015,17.889978,16.881468,16.402395,16.042187,6.62395541,1.21554861
1237663716017242712,22.684805,20.753023,19.055239,18.389633,17.981491,6.62618879,0.48935748
1237663784200306825,21.025715,19.860233,19.00486,18.547081,18.287766,6.62864241,0.04685096
1237678434328117536,21.210493,19.589029,18.012287,17.441717,17.006775,6.63214912,1.03084299
1237657191444971717,20.375082,19.538109,18.726414,18.311075,18.279297,6.63675907,0.41135546
1237663716017242258,18.312687,16.361536,15.432395,15.004185,14.657104,6.63768026,0.50390266
1237663716017242283,20.665771,18.648344,17.437422,16.936453,16.538025,6.64499403,0.54939925
1237663782589694200,22.185915,19.540077,18.031096,17.471642,17.109203,6.65499719,-1.16789062
1237653651300942227,22.54277,20.746243,18.983788,18.261955,17.732828,6.66620463,14.37022347
1237653652374618801,22.519724,21.113459,19.351208,18.586823,18.129843,6.67078768,15.31958146
1237652947454787968,22.526072,20.56275,18.810368,18.192362,17.697435,6.67342643,-10.08907595
1237653651300941978,19.738991,17.75736,16.787968,16.319208,15.914515,6.69947954,14.48303559
1237656494579646614,22.643965,19.337164,17.709808,17.081879,16.696795,6.70137456,14.19833001
1237653653448425587,18.846066,16.814207,15.833756,15.360853,14.964959,6.70181449,16.23532857
1237656494579646856,26.707146,21.77956,19.75036,18.761087,18.315645,6.7050384,14.21050134
1237663782589694221,22.203369,19.613274,18.023006,17.457281,17.166103,6.71275232,-1.21754942
1237678434328117522,19.836367,17.807777,16.83531,16.406912,16.009727,6.72124382,1.133971
1237653653448425599,19.792011,18.103273,17.185949,16.684378,16.313496,6.72762991,16.24515257
1237663783663435964,20.392462,19.313492,18.632774,18.253405,18.040527,6.72923757,-0.28775656
1237678434328117587,21.724894,19.789938,18.200842,17.602787,17.187742,6.72941766,1.1283363
1237652901824758253,22.297617,19.421377,17.605379,16.967335,16.645283,6.73146323,-9.03996981
1237657189834424526,19.577652,18.113214,17.317533,16.938349,16.683647,6.73821758,-0.95713718
1237663783126630474,20.087351,19.138887,18.512951,18.126196,17.9249,6.74810013,-0.66052091
1237656495116517562,24.066536,20.56682,18.844389,18.136475,17.771158,6.75475525,14.60441872
1237653652911554754,20.012815,18.027039,16.981525,16.476614,16.10186,6.76192165,15.77493193
1237663716017308242,23.500658,20.991613,19.238091,18.558689,18.148378,6.77435226,0.52983448
1237653652911555128,22.409466,21.000399,19.272945,18.447395,18.006079,6.78724548,15.6322855
1237663204917117072,20.390409,18.332617,17.131609,16.647142,16.278471,6.78734948,0.7397896
1237678434328117501,19.436934,18.533077,18.182783,17.905531,17.758362,6.79212961,1.03206699
1237663204917117657,22.438868,20.722433,18.969372,18.202799,17.685221,6.79412715,0.83609651
1237656495653388937,24.692135,21.345541,19.361107,18.48777,17.840902,6.7967237,15.05612827
1237652901824758443,27.132559,20.011425,18.354828,17.738884,17.346922,6.79725469,-9.0023696
1237663278467645513,19.462864,18.474848,18.042778,17.756805,17.560368,6.81238536,0.85478901
1237678433791180806,18.65481,17.679573,17.431757,17.346228,17.366358,6.81603775,0.63703934
1237678433791180883,20.061815,19.075123,18.333214,17.947878,17.743919,6.81615786,0.62987493
1237653653448425671,19.231018,17.78039,17.034605,16.585426,16.294842,6.81887495,16.21714448
1237656494042841304,19.356108,18.085714,17.425556,17.031687,16.757889,6.84605482,13.92354652
1237663784200372408,24.072636,20.626593,18.890139,18.285631,17.889288,6.84721506,0.17840411
1237653653448491227,19.387272,17.499704,16.41489,15.972345,15.656794,6.8537424,16.23243918
1237653651837878665,23.497433,20.950397,19.249399,18.494383,18.045132,6.85513007,14.84362277
1237663784200372350,18.343653,16.482906,15.597224,15.182734,14.863577,6.85548418,0.19292089
1237653651837878299,24.968477,21.061895,19.298609,18.587111,18.222633,6.86263361,14.87440053
1237663784200373111,23.330584,21.208647,19.320189,18.536579,18.093777,6.88305637,0.17219261
1237653651837878428,22.522373,20.501686,18.917484,18.315826,17.901815,6.89121867,14.91089872
1237678434328248529,20.417982,19.565268,18.527477,18.079523,17.695013,6.89167613,1.20600971
1237652949065466031,20.331236,18.335106,17.280855,16.843302,16.470482,6.89438545,-8.78267961
1237652949065466033,20.818214,18.55205,17.492788,16.996727,16.524794,6.89492953,-8.79614483
1237678617420824867,19.580767,18.88056,18.867662,18.623798,18.556265,6.89934533,1.26141303
1237653650764136605,19.48646,17.790144,16.776031,16.295721,15.963983,6.90507475,14.07795705
1237657191445102764,20.621326,19.141884,18.189718,17.681047,17.423298,6.90585803,0.39309866
1237657190908231879,22.239014,20.298803,18.653643,18.07163,17.692413,6.90815534,-0.20392986
1237663716017373277,17.61462,16.491053,16.107777,15.980698,15.973341,6.91585681,0.51605229
1237656494579712218,21.843412,20.378366,18.52202,17.785433,17.28689,6.91808528,14.2213299
1237652900751081570,20.357567,18.541832,17.706797,17.282669,16.987268,6.92054805,-9.85448578
1237663783663566971,20.682016,18.729498,17.731733,17.349005,17.029448,6.92279166,-0.4147351
1237656495653454417,23.156448,20.70645,18.943321,18.268003,17.760611,6.9251575,15.13309922
1237656495116583493,22.480364,20.823488,18.944777,18.212568,17.775694,6.92981308,14.63674978
1237652946918047983,25.852983,20.737156,18.904312,18.189201,17.834328,6.93267053,-10.5775763
1237657189834490018,19.160316,18.198086,17.833076,17.575968,17.438595,6.93286122,-1.00533062
1237652946918047851,21.135067,19.047117,17.868614,17.428209,17.092537,6.93710621,-10.4963332
1237652629101543601,25.861389,20.496843,18.810375,18.155094,17.750471,6.93752621,-10.69908255
1237663716017373308,20.091305,19.010292,18.479408,18.110342,18.012363,6.9444117,0.58620359
1237663782589825277,20.548147,19.533365,18.736269,18.32752,18.063885,6.94627981,-1.08986148
1237663783663566895,23.45429,21.240784,19.489206,18.797958,18.352978,6.948417,-0.35399534
1237657190908231856,22.670835,20.868629,19.070061,18.424046,18.052927,6.9494787,-0.0468479
1237656494579712641,23.116537,21.777676,19.689915,18.734646,18.300442,6.95232533,14.2696698
1237652947454918829,21.582752,20.231876,18.50215,17.812654,17.446306,6.96086073,-10.09013657
1237653650764136625,17.484314,16.192516,15.641987,15.324179,15.118691,6.96530373,14.0094401
1237652946918047996,24.620958,20.736208,18.741978,18.105991,17.632936,6.96587078,-10.57928692
1237653650764202106,19.951092,18.694279,17.879787,17.39736,17.068537,6.98052821,14.03048193
1237652947454918786,20.542063,18.696861,17.792215,17.373487,17.033953,6.98414323,-10.13578212
1237652949065531836,25.357126,21.206644,19.265488,18.640511,18.275429,6.98971949,-8.82725156
1237678617420890305,22.762217,20.402567,18.595566,18.020576,17.619827,6.9898775,1.24982476
1237657190908297381,17.76285,16.611238,16.06875,15.708719,15.471834,6.99391328,-0.10730138
1237652628564738354,23.09445,19.88644,18.274137,17.698412,17.324537,6.9940011,-11.09365899
1237657190908297380,19.883924,18.15724,17.368797,16.993759,16.735397,6.9958566,-0.10994688
1237663782589825223,18.988552,18.063677,17.761475,17.479933,17.426468,6.99789387,-1.0556541
1237652901824889134,23.755167,20.964527,19.265953,18.376829,17.905682,6.99996883,-9.02476401
1237656495116648644,26.073162,21.356663,19.172588,18.390764,18.050112,7.01036821,14.57592072
1237653650764202198,23.776789,20.057539,18.344959,17.652433,17.237268,7.01103542,14.01991432
1237657189834555472,19.94376,19.038845,18.635389,18.313801,18.281452,7.01524645,-1.00611131
1237663784200438044,20.029955,18.919065,18.22098,17.850912,17.697609,7.020269,0.06525034
1237663782589825244,20.332962,18.536661,17.630152,17.234856,16.930288,7.03346162,-1.08616259
1237678433791246518,21.900612,20.068851,18.243271,17.620001,17.215782,7.03412721,0.73102295
1237663784200503628,22.526115,22.811344,22.072559,20.824492,20.247904,7.03899971,0.01913346
1237663783663632629,20.33638,19.147268,18.256746,17.85911,17.545134,7.04452614,-0.24290514
1237656496727261307,20.028856,18.106907,17.086733,16.557745,16.181652,7.04512555,15.93379546
1237678433791246415,20.393627,19.316961,18.4986,18.077038,17.802069,7.04828147,0.64143684
1237663783126761559,20.535866,18.591888,17.719812,17.263067,16.894804,7.05005542,-0.65655724
1237663716017438911,21.903912,20.64613,18.774792,18.148056,17.673414,7.05191838,0.60002228
1237657192520024240,25.574354,20.489038,18.770561,18.120481,17.781734,9.59312581,1.09934254
1237652628565852230,19.504566,18.764864,18.495338,18.086094,18.0455,9.60247987,-11.12332963
1237656971300569259,19.412668,17.505033,16.523832,16.067585,15.664172,9.60283225,-0.61465667
1237652946919161959,26.628019,20.901382,19.071419,18.463905,17.931271,9.60622311,-10.53551069
1237652630713335965,23.350763,20.561327,18.84675,18.156622,17.706644,9.60771116,-9.49147483
1237657190909411438,18.630478,17.326931,16.772207,16.422852,16.217924,9.60921776,-0.01685415
1237657190909411436,16.912474,15.515388,14.884409,14.450604,14.161656,9.61114528,-0.0118634
1237663782591004843,20.551252,19.711548,18.735823,18.321125,17.940748,9.61760621,-1.1953396
1237649919500288201,20.313721,18.399891,17.256714,16.667313,16.173748,9.62179741,14.54569823
1237652947456033386,21.36154,20.176619,18.472456,17.863085,17.361393,9.63078285,-10.00206778
1237663782591004848,22.196491,20.01615,18.484814,17.914877,17.442554,9.63521802,-1.05452754
1237652630713335876,26.074553,20.591494,18.80233,18.045687,17.578529,9.63936059,-9.47750918
1237652630713335875,18.174049,16.266615,15.432102,15.011336,14.70405,9.64526368,-9.47457567
1237652946382291450,24.311689,21.578651,19.485575,18.628946,18.149464,9.64886734,-10.92249462
1237652900752261258,19.405762,18.592543,18.374653,17.971704,17.982698,9.65676638,-9.87166015
1237663204918362273,18.872566,17.905458,17.593269,17.375183,17.224552,9.65711227,0.76581273
1237652947456098582,23.59568,20.820633,19.043261,18.410389,18.030518,9.66815152,-9.9678654
1237678617422070040,23.158022,23.066746,20.79468,20.076754,20.048243,9.6683934,1.25752322
1237657192520024217,19.520721,18.304577,17.856564,17.64839,17.58326,9.66842739,1.1407032
1237657192520089661,20.750933,18.776697,17.770329,17.339365,16.977598,9.69012119,1.11812524
1237652900752261273,18.748524,17.598955,17.076674,16.713888,16.497797,9.69236732,-9.79504946
1237652947456098650,23.376677,20.583019,18.75956,18.151299,17.823368,9.69436547,-9.97628185
1237663716018553269,22.935596,21.915945,20.37401,19.627684,19.182692,9.69688777,0.57213939
1237663782591004812,20.806606,18.667473,17.363039,16.881042,16.522888,9.69744924,-1.19164839
1237653651302187160,18.398489,16.437304,15.476777,15.01333,14.618237,9.70350537,14.4923332
1237663784201617722,19.446287,18.448215,18.088615,17.832809,17.687683,9.70570781,0.11067108
1237667172393484500,21.630548,19.436985,17.970179,17.399435,17.017271,9.70792505,-0.20934713
1237657190909476949,19.57799,18.578245,18.309357,18.123549,17.95237,9.71029458,-0.09432586
1237657190909477109,19.19734,18.136202,17.654387,17.382708,17.21837,9.71457548,-0.16545958
1237663784201617740,19.561518,18.462711,17.969217,17.630049,17.444302,9.72517575,0.16045493
1237678617422070000,19.342794,17.504335,16.520918,16.104656,15.773914,9.72686468,1.23456362
1237653652912799944,18.631222,16.609198,15.657005,15.201377,14.851117,9.72737811,15.68562765
1237653653449670845,20.307205,19.619467,19.026304,18.643305,18.406223,9.72983429,16.17572867
1237663784201683306,22.109232,20.548523,19.492207,18.975115,18.653074,9.73642442,0.12954504
1237657189835735122,19.904184,18.983591,18.464703,18.131813,18.060682,9.74169079,-1.01568881
1237652901826068500,18.004166,16.026941,15.838614,16.238005,18.35269,9.74450932,-9.0002637
1237656971300635069,26.722351,21.004076,19.212332,18.394316,17.834044,9.74530981,-0.53327478
1237652901826068499,15.659637,13.675481,12.800852,12.356217,12.039496,9.7476579,-9.00261611
1237657191446347871,19.739218,18.773727,18.223349,17.822559,17.645016,9.74929445,0.36761924
1237649919500353735,19.791592,18.205935,17.239449,16.770596,16.376104,9.75158554,14.6760024
1237652947992969711,25.294552,20.494341,18.760113,18.076462,17.764488,9.75294648,-9.61753823
1237653650765381780,19.356094,17.192636,16.198843,15.742051,15.361992,9.75301389,14.07971595
1237663783664812217,22.749819,19.742813,18.165783,17.575493,17.193485,9.75419406,-0.34106067
